countyicp,sex,age,marst,race,bpl,hcovany,hcovpriv,educ,incwage,incbus00,work_income
0,male,52,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,78743,0,78743
0,female,49,"married, spouse present",white,maine,coverage,private coverage,4 years of college,77664,0,77664
0,male,18,"single, never married",white,maine,coverage,private coverage,grade 11,6580,0,6580
0,female,57,divorced,white,out of state,coverage,no private coverage,grade 12,48540,0,48540
0,male,19,"single, never married",white,out of state,coverage,private coverage,1 year of college,2157,0,2157
110,female,65,divorced,white,out of state,coverage,private coverage,5+ years of college,70113,1618,71731
190,female,41,"single, never married",white,maine,coverage,private coverage,grade 12,38832,0,38832
190,male,41,"single, never married",white,maine,coverage,private coverage,grade 12,69035,0,69035
190,male,51,"single, never married",white,out of state,no coverage,no private coverage,grade 12,0,59327,59327
0,female,70,"married, spouse present",white,maine,coverage,private coverage,4 years of college,64720,0,64720
0,male,77,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,6903,0,6903
0,male,30,"single, never married",white,maine,no coverage,no private coverage,grade 12,29124,0,29124
0,male,62,"married, spouse present",white,maine,coverage,private coverage,grade 12,62563,0,62563
0,female,64,"married, spouse present",white,maine,coverage,private coverage,grade 12,4530,0,4530
10,female,18,"single, never married",white,out of state,coverage,private coverage,grade 12,5393,0,5393
0,female,69,"married, spouse present",white,maine,coverage,private coverage,4 years of college,37753,0,37753
0,female,66,divorced,white,maine,coverage,no private coverage,5+ years of college,0,80900,80900
0,female,61,divorced,white,maine,coverage,private coverage,4 years of college,62563,324,62887
0,male,24,"single, never married",white,out of state,coverage,no private coverage,grade 12,9816,0,9816
190,female,59,"married, spouse present",white,maine,coverage,private coverage,grade 12,53933,0,53933
190,male,69,"married, spouse present",white,maine,coverage,private coverage,grade 12,12405,0,12405
190,female,35,"single, never married",white,maine,no coverage,no private coverage,1 year of college,15101,0,15101
0,female,31,"single, never married",white,out of state,coverage,no private coverage,grade 12,0,10787,10787
0,female,19,"single, never married",white,maine,coverage,private coverage,grade 12,14562,0,14562
0,female,53,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,22113,0,22113
0,male,54,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,113260,0,113260
10,female,63,"married, spouse present",white,maine,coverage,no private coverage,2 years of college,0,-5933,-5933
0,female,57,"single, never married",white,maine,coverage,no private coverage,grade 12,9708,0,9708
0,female,51,widowed,white,maine,coverage,private coverage,5+ years of college,60405,0,60405
0,male,18,"single, never married",white,maine,coverage,private coverage,grade 12,4315,0,4315
0,female,32,"married, spouse present",white,maine,coverage,private coverage,4 years of college,35596,0,35596
0,male,33,"married, spouse present",white,maine,coverage,private coverage,4 years of college,39911,21573,61484
190,male,55,"married, spouse present",white,maine,coverage,private coverage,4 years of college,194160,0,194160
190,female,58,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,58248,0,58248
190,female,37,"married, spouse present",native american,out of state,coverage,private coverage,grade 12,33654,0,33654
190,male,41,"married, spouse present",white,maine,coverage,private coverage,grade 12,91686,0,91686
0,male,37,"married, spouse present",black,out of state,coverage,no private coverage,grade 12,25888,0,25888
0,female,35,"married, spouse present",black,out of state,coverage,no private coverage,grade 12,3452,0,3452
0,female,25,"single, never married",white,maine,coverage,private coverage,2 years of college,22652,0,22652
0,female,44,"married, spouse present",white,maine,coverage,private coverage,4 years of college,51776,0,51776
0,male,40,"married, spouse present",white,maine,coverage,private coverage,2 years of college,75507,0,75507
0,male,53,"married, spouse present",white,out of state,coverage,no private coverage,5+ years of college,26967,0,26967
0,male,50,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,26967,0,26967
0,male,68,"married, spouse present",white,maine,coverage,private coverage,2 years of college,0,30203,30203
10,female,60,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,38832,0,38832
0,female,58,divorced,white,maine,coverage,private coverage,grade 12,19416,0,19416
0,female,22,"married, spouse present",white,maine,coverage,no private coverage,grade 12,19955,0,19955
0,male,38,divorced,white,maine,coverage,no private coverage,grade 12,3236,22652,25888
0,male,69,"married, spouse present",biracial,maine,coverage,no private coverage,grade 12,3344,0,3344
0,female,67,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,86293,10787,97080
0,female,72,widowed,white,maine,coverage,no private coverage,2 years of college,17798,0,17798
0,female,38,"single, never married",white,maine,no coverage,no private coverage,1 year of college,20710,0,20710
0,female,31,"single, never married",white,out of state,no coverage,no private coverage,1 year of college,9169,0,9169
0,female,63,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,8845,0,8845
0,female,60,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,7443,4638,12081
0,male,63,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,2265,4638,6903
0,male,51,"married, spouse present",white,maine,coverage,private coverage,grade 12,15101,0,15101
0,female,42,"married, spouse present",white,maine,coverage,private coverage,2 years of college,40989,0,40989
0,male,19,"single, never married",white,maine,coverage,private coverage,grade 12,4315,0,4315
0,male,33,"single, never married",white,maine,coverage,private coverage,grade 12,3236,0,3236
0,male,49,"married, spouse present",white,maine,coverage,no private coverage,1 year of college,0,38832,38832
0,female,18,"single, never married",white,maine,coverage,no private coverage,grade 12,1618,0,1618
0,female,36,"married, spouse present",white,maine,coverage,private coverage,grade 12,19416,0,19416
0,male,38,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,17259,0,17259
10,male,62,"single, never married",white,maine,coverage,private coverage,grade 12,25349,0,25349
0,male,28,"single, never married",white,maine,no coverage,no private coverage,grade 12,37753,0,37753
0,male,72,"married, spouse present",white,out of state,coverage,no private coverage,grade 11,10787,0,10787
190,male,62,"single, never married",white,maine,coverage,private coverage,4 years of college,38832,0,38832
0,male,45,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,353802,0,353802
0,female,46,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,9708,0,9708
0,male,52,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,204946,0,204946
0,female,50,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,21573,0,21573
0,female,25,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,1618,0,1618
0,male,25,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,61484,0,61484
0,male,52,"single, never married",white,maine,coverage,private coverage,2 years of college,56091,0,56091
0,male,22,"single, never married",white,maine,coverage,no private coverage,grade 12,21573,0,21573
0,male,67,"married, spouse present",white,maine,coverage,no private coverage,grade 12,32360,0,32360
0,male,61,divorced,white,out of state,coverage,private coverage,2 years of college,80900,0,80900
0,male,30,"married, spouse present",white,maine,coverage,private coverage,1 year of college,32360,0,32360
0,female,31,"married, spouse present",white,maine,coverage,private coverage,4 years of college,36675,0,36675
0,female,63,"married, spouse present",white,maine,coverage,private coverage,grade 12,19416,0,19416
0,male,38,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,129440,0,129440
0,female,36,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,129440,0,129440
0,male,38,"married, spouse present",white,maine,coverage,private coverage,2 years of college,0,197396,197396
0,male,39,"married, spouse present",white,maine,coverage,private coverage,4 years of college,0,80900,80900
0,female,23,"single, never married",black,out of state,coverage,private coverage,4 years of college,31281,0,31281
0,male,26,"single, never married",white,maine,coverage,private coverage,2 years of college,26967,0,26967
0,male,45,"single, never married",white,out of state,no coverage,no private coverage,4 years of college,43147,0,43147
10,female,37,divorced,white,out of state,coverage,private coverage,grade 12,75507,0,75507
10,male,40,divorced,white,maine,coverage,private coverage,grade 12,53933,0,53933
0,female,64,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,6903,0,6903
0,male,59,"married, spouse present",white,out of state,coverage,private coverage,grade 12,29124,0,29124
0,female,60,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,55012,0,55012
